dataset_id,数据集编号,english_file,英文文件,chinese_file,中文文件,rows,行数,columns,列数,source_paths,来源路径
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__CV_WEIGHTS__b203c6e7,REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__CV_WEIGHTS__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__CV_WEIGHTS__b203c6e7_en.csv,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__CV_WEIGHTS__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__CV_WEIGHTS__b203c6e7_cn.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__CV_WEIGHTS__b203c6e7_cn.csv,16,16,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__DM_WEIGHTS__b203c6e7,REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__DM_WEIGHTS__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__DM_WEIGHTS__b203c6e7_en.csv,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__DM_WEIGHTS__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__DM_WEIGHTS__b203c6e7_cn.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__DM_WEIGHTS__b203c6e7_cn.csv,16,16,3,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__ENTROPY_WEIGHTS__b203c6e7,REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__ENTROPY_WEIGHTS__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__ENTROPY_WEIGHTS__b203c6e7_en.csv,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__ENTROPY_WEIGHTS__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__ENTROPY_WEIGHTS__b203c6e7_cn.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__ENTROPY_WEIGHTS__b203c6e7_cn.csv,16,16,4,4,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_INFO__b203c6e7,REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_INFO__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_INFO__b203c6e7_en.csv,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_INFO__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_INFO__b203c6e7_cn.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_INFO__b203c6e7_cn.csv,4,4,4,4,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_LOADINGS__b203c6e7,REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_LOADINGS__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_LOADINGS__b203c6e7_en.csv,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_LOADINGS__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_LOADINGS__b203c6e7_cn.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__FACTOR_LOADINGS__b203c6e7_cn.csv,16,16,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_INFO__b203c6e7,REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_INFO__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_INFO__b203c6e7_en.csv,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_INFO__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_INFO__b203c6e7_cn.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_INFO__b203c6e7_cn.csv,4,4,4,4,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_LOADINGS__b203c6e7,REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_LOADINGS__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_LOADINGS__b203c6e7_en.csv,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_LOADINGS__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_LOADINGS__b203c6e7_cn.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__PCA_LOADINGS__b203c6e7_cn.csv,16,16,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__RAW_DATA__b203c6e7,REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__RAW_DATA__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__RAW_DATA__b203c6e7_en.csv,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__RAW_DATA__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__RAW_DATA__b203c6e7_cn.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__RAW_DATA__b203c6e7_cn.csv,558,558,20,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__SCORES_ALL__b203c6e7,REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__SCORES_ALL__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__SCORES_ALL__b203c6e7_en.csv,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__SCORES_ALL__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__SCORES_ALL__b203c6e7_cn.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__SCORES_ALL__b203c6e7_cn.csv,558,558,25,25,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx
REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__STANDARDIZED__b203c6e7,REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__STANDARDIZED__b203c6e7,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__STANDARDIZED__b203c6e7_en.csv,data_processed/english/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__STANDARDIZED__b203c6e7_en.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__STANDARDIZED__b203c6e7_cn.csv,data_processed/chinese/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS__STANDARDIZED__b203c6e7_cn.csv,558,558,16,16,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/REGIONAL_RESILIENCE_MULTI_METHOD_RESULTS.xlsx
RESILIENCE_PANEL_EN_INTERPOLATED__Sheet1__8a39dd98,RESILIENCE_PANEL_EN_INTERPOLATED__Sheet1__8a39dd98,data_processed/english/RESILIENCE_PANEL_EN_INTERPOLATED__Sheet1__8a39dd98_en.csv,data_processed/english/RESILIENCE_PANEL_EN_INTERPOLATED__Sheet1__8a39dd98_en.csv,data_processed/chinese/RESILIENCE_PANEL_EN_INTERPOLATED__Sheet1__8a39dd98_cn.csv,data_processed/chinese/RESILIENCE_PANEL_EN_INTERPOLATED__Sheet1__8a39dd98_cn.csv,558,558,20,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/RESILIENCE_PANEL_EN_INTERPOLATED.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/RESILIENCE_PANEL_EN_INTERPOLATED.xlsx
RESILIENCE_PANEL_EN__RESILIENCE_PANEL_EN__15240968,RESILIENCE_PANEL_EN__RESILIENCE_PANEL_EN__15240968,data_processed/english/RESILIENCE_PANEL_EN__RESILIENCE_PANEL_EN__15240968_en.csv,data_processed/english/RESILIENCE_PANEL_EN__RESILIENCE_PANEL_EN__15240968_en.csv,data_processed/chinese/RESILIENCE_PANEL_EN__RESILIENCE_PANEL_EN__15240968_cn.csv,data_processed/chinese/RESILIENCE_PANEL_EN__RESILIENCE_PANEL_EN__15240968_cn.csv,558,558,20,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/RESILIENCE_PANEL_EN.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/RESILIENCE_PANEL_EN.xlsx
RESILIENCE_PANEL_EN__data__e0964f8e,RESILIENCE_PANEL_EN__data__e0964f8e,data_processed/english/RESILIENCE_PANEL_EN__data__e0964f8e_en.csv,data_processed/english/RESILIENCE_PANEL_EN__data__e0964f8e_en.csv,data_processed/chinese/RESILIENCE_PANEL_EN__data__e0964f8e_cn.csv,data_processed/chinese/RESILIENCE_PANEL_EN__data__e0964f8e_cn.csv,1085,1085,20,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/resilience_output/RESILIENCE_PANEL_EN.csv,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/resilience_output/RESILIENCE_PANEL_EN.csv
SHAP_DROP_ONE_RESULTS__Importance_No_INC__359134db,SHAP_DROP_ONE_RESULTS__Importance_No_INC__359134db,data_processed/english/SHAP_DROP_ONE_RESULTS__Importance_No_INC__359134db_en.csv,data_processed/english/SHAP_DROP_ONE_RESULTS__Importance_No_INC__359134db_en.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__Importance_No_INC__359134db_cn.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__Importance_No_INC__359134db_cn.csv,9,9,4,4,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx
SHAP_DROP_ONE_RESULTS__Importance_No_PRI__359134db,SHAP_DROP_ONE_RESULTS__Importance_No_PRI__359134db,data_processed/english/SHAP_DROP_ONE_RESULTS__Importance_No_PRI__359134db_en.csv,data_processed/english/SHAP_DROP_ONE_RESULTS__Importance_No_PRI__359134db_en.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__Importance_No_PRI__359134db_cn.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__Importance_No_PRI__359134db_cn.csv,9,9,4,4,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx
SHAP_DROP_ONE_RESULTS__Model_Metrics__359134db,SHAP_DROP_ONE_RESULTS__Model_Metrics__359134db,data_processed/english/SHAP_DROP_ONE_RESULTS__Model_Metrics__359134db_en.csv,data_processed/english/SHAP_DROP_ONE_RESULTS__Model_Metrics__359134db_en.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__Model_Metrics__359134db_cn.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__Model_Metrics__359134db_cn.csv,6,6,6,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx
SHAP_DROP_ONE_RESULTS__SHAP_No_INC__359134db,SHAP_DROP_ONE_RESULTS__SHAP_No_INC__359134db,data_processed/english/SHAP_DROP_ONE_RESULTS__SHAP_No_INC__359134db_en.csv,data_processed/english/SHAP_DROP_ONE_RESULTS__SHAP_No_INC__359134db_en.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__SHAP_No_INC__359134db_cn.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__SHAP_No_INC__359134db_cn.csv,93,93,11,11,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx
SHAP_DROP_ONE_RESULTS__SHAP_No_PRI__359134db,SHAP_DROP_ONE_RESULTS__SHAP_No_PRI__359134db,data_processed/english/SHAP_DROP_ONE_RESULTS__SHAP_No_PRI__359134db_en.csv,data_processed/english/SHAP_DROP_ONE_RESULTS__SHAP_No_PRI__359134db_en.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__SHAP_No_PRI__359134db_cn.csv,data_processed/chinese/SHAP_DROP_ONE_RESULTS__SHAP_No_PRI__359134db_cn.csv,93,93,11,11,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_DROP_ONE/SHAP_DROP_ONE_RESULTS.xlsx
SHAP_TOP6_DEPENDENCE_NATIONAL__Feature_Importance__372bb195,SHAP_TOP6_DEPENDENCE_NATIONAL__Feature_Importance__372bb195,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__Feature_Importance__372bb195_en.csv,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__Feature_Importance__372bb195_en.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__Feature_Importance__372bb195_cn.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__Feature_Importance__372bb195_cn.csv,10,10,2,2,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx
SHAP_TOP6_DEPENDENCE_NATIONAL__Model_Metrics__372bb195,SHAP_TOP6_DEPENDENCE_NATIONAL__Model_Metrics__372bb195,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__Model_Metrics__372bb195_en.csv,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__Model_Metrics__372bb195_en.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__Model_Metrics__372bb195_cn.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__Model_Metrics__372bb195_cn.csv,2,2,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx
SHAP_TOP6_DEPENDENCE_NATIONAL__SHAP_Values__372bb195,SHAP_TOP6_DEPENDENCE_NATIONAL__SHAP_Values__372bb195,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__SHAP_Values__372bb195_en.csv,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__SHAP_Values__372bb195_en.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__SHAP_Values__372bb195_cn.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__SHAP_Values__372bb195_cn.csv,168,168,10,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx
SHAP_TOP6_DEPENDENCE_NATIONAL__X_Test__372bb195,SHAP_TOP6_DEPENDENCE_NATIONAL__X_Test__372bb195,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__X_Test__372bb195_en.csv,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__X_Test__372bb195_en.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__X_Test__372bb195_cn.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__X_Test__372bb195_cn.csv,168,168,10,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx
SHAP_TOP6_DEPENDENCE_NATIONAL__Y_Test__372bb195,SHAP_TOP6_DEPENDENCE_NATIONAL__Y_Test__372bb195,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__Y_Test__372bb195_en.csv,data_processed/english/SHAP_TOP6_DEPENDENCE_NATIONAL__Y_Test__372bb195_en.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__Y_Test__372bb195_cn.csv,data_processed/chinese/SHAP_TOP6_DEPENDENCE_NATIONAL__Y_Test__372bb195_cn.csv,168,168,1,1,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SHAP_TOP6_DEPENDENCE_NATIONAL.xlsx
SHAP_Values__Sheet1__011aee64,SHAP_Values__Sheet1__011aee64,data_processed/english/SHAP_Values__Sheet1__011aee64_en.csv,data_processed/english/SHAP_Values__Sheet1__011aee64_en.csv,data_processed/chinese/SHAP_Values__Sheet1__011aee64_cn.csv,data_processed/chinese/SHAP_Values__Sheet1__011aee64_cn.csv,558,558,10,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_OUTPUT_CORE/SHAP_Values.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_OUTPUT_CORE/SHAP_Values.xlsx
SHAP_Values__Sheet1__69860f95,SHAP_Values__Sheet1__69860f95,data_processed/english/SHAP_Values__Sheet1__69860f95_en.csv,data_processed/english/SHAP_Values__Sheet1__69860f95_en.csv,data_processed/chinese/SHAP_Values__Sheet1__69860f95_cn.csv,data_processed/chinese/SHAP_Values__Sheet1__69860f95_cn.csv,558,558,10,10,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_NATIONAL/SHAP_Values.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/ML_SHAP_NATIONAL/SHAP_Values.xlsx
SIMPLE_MODEL_RESULTS__Coefficients__1ef6e7d8,SIMPLE_MODEL_RESULTS__Coefficients__1ef6e7d8,data_processed/english/SIMPLE_MODEL_RESULTS__Coefficients__1ef6e7d8_en.csv,data_processed/english/SIMPLE_MODEL_RESULTS__Coefficients__1ef6e7d8_en.csv,data_processed/chinese/SIMPLE_MODEL_RESULTS__Coefficients__1ef6e7d8_cn.csv,data_processed/chinese/SIMPLE_MODEL_RESULTS__Coefficients__1ef6e7d8_cn.csv,10,10,3,3,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/simple_model_output/SIMPLE_MODEL_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/simple_model_output/SIMPLE_MODEL_RESULTS.xlsx
SIMPLE_MODEL_RESULTS__Complete_Metrics__1ef6e7d8,SIMPLE_MODEL_RESULTS__Complete_Metrics__1ef6e7d8,data_processed/english/SIMPLE_MODEL_RESULTS__Complete_Metrics__1ef6e7d8_en.csv,data_processed/english/SIMPLE_MODEL_RESULTS__Complete_Metrics__1ef6e7d8_en.csv,data_processed/chinese/SIMPLE_MODEL_RESULTS__Complete_Metrics__1ef6e7d8_cn.csv,data_processed/chinese/SIMPLE_MODEL_RESULTS__Complete_Metrics__1ef6e7d8_cn.csv,2,2,14,14,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/simple_model_output/SIMPLE_MODEL_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/simple_model_output/SIMPLE_MODEL_RESULTS.xlsx
SIMPLE_MODEL_RESULTS__Ridge_Search__1ef6e7d8,SIMPLE_MODEL_RESULTS__Ridge_Search__1ef6e7d8,data_processed/english/SIMPLE_MODEL_RESULTS__Ridge_Search__1ef6e7d8_en.csv,data_processed/english/SIMPLE_MODEL_RESULTS__Ridge_Search__1ef6e7d8_en.csv,data_processed/chinese/SIMPLE_MODEL_RESULTS__Ridge_Search__1ef6e7d8_cn.csv,data_processed/chinese/SIMPLE_MODEL_RESULTS__Ridge_Search__1ef6e7d8_cn.csv,8,8,5,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/simple_model_output/SIMPLE_MODEL_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/simple_model_output/SIMPLE_MODEL_RESULTS.xlsx
SIMPLE_MODEL_RESULTS__Table4_Rows__1ef6e7d8,SIMPLE_MODEL_RESULTS__Table4_Rows__1ef6e7d8,data_processed/english/SIMPLE_MODEL_RESULTS__Table4_Rows__1ef6e7d8_en.csv,data_processed/english/SIMPLE_MODEL_RESULTS__Table4_Rows__1ef6e7d8_en.csv,data_processed/chinese/SIMPLE_MODEL_RESULTS__Table4_Rows__1ef6e7d8_cn.csv,data_processed/chinese/SIMPLE_MODEL_RESULTS__Table4_Rows__1ef6e7d8_cn.csv,2,2,9,9,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/simple_model_output/SIMPLE_MODEL_RESULTS.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/simple_model_output/SIMPLE_MODEL_RESULTS.xlsx
